,position,link,asin,is_lightning_deal,deal_type,starts_at,ends_at,type,title,image,deal_price_lower,deal_price_upper,deal_price,list_price_lower,list_price_upper,list_price,current_price_lower,current_price_upper,current_price,merchant_name,free_shipping,is_prime,is_map,deal_id,seller_id,description,rating,ratings_total,page,asins_in_deal
10,11,https://www.amazon.com/amazon-fire-tv-43-inch-4-series-4k-smart-tv/dp/B08SWD2SCK,B08SWD2SCK,False,BEST_DEAL,2022-06-28T16:10:00.488Z,2022-07-11T18:55:00.488Z,single_item,Amazon Fire TV 43-inch 4-Series 4K UHD Smart TV,https://m.media-amazon.com/images/G/01/kindle/journeys/YzQ1ODEyNTMt/YzQ1ODEyNTMt-MzJiN2I2NmUt-w210.jpg,,,"{'value': 199.99, 'currency': 'USD', 'symbol': '$', 'raw': '199.99', 'name': 'Deal Price'}",,,"{'value': 369.99, 'currency': 'USD', 'symbol': '$', 'raw': '369.99', 'name': 'List Price'}",,,"{'value': 369.99, 'currency': 'USD', 'symbol': '$', 'raw': '369.99', 'name': 'Current Price'}",Amazon.com,False,True,False,985581ad,ATVPDKIKX0DER,Prime Members only and while supplies last. Valid only when shipped and sold by Amazon.com,4.61,12335,1,
11,12,https://www.amazon.com/amazon-fire-tv-55-inch-omni-series-4k-smart-tv/dp/B08P3QVFMK,B08P3QVFMK,False,BEST_DEAL,2022-06-28T16:10:00.489Z,2022-07-11T18:55:00.489Z,single_item,Amazon Fire TV 55-inch Omni Series 4K UHD Smart TV,https://m.media-amazon.com/images/G/01/kindle/journeys/YzQ1ODEyNTMt/YzQ1ODEyNTMt-OWZmNWUwYzct-w210.jpg,,,"{'value': 299.99, 'currency': 'USD', 'symbol': '$', 'raw': '299.99', 'name': 'Deal Price'}",,,"{'value': 559.99, 'currency': 'USD', 'symbol': '$', 'raw': '559.99', 'name': 'List Price'}",,,"{'value': 559.99, 'currency': 'USD', 'symbol': '$', 'raw': '559.99', 'name': 'Current Price'}",Amazon.com,False,True,False,0e7e5333,ATVPDKIKX0DER,Prime Members only and while supplies last. Valid only when shipped and sold by Amazon.com,4.57,8706,1,
12,13,https://www.amazon.com/amazon-fire-tv-55-inch-4-series-4k-smart-tv/dp/B08P3QB66R,B08P3QB66R,False,BEST_DEAL,2022-06-28T15:00:00.489Z,2022-07-05T14:55:00.489Z,single_item,Amazon Fire TV 55-inch 4-Series 4K UHD Smart TV,https://m.media-amazon.com/images/G/01/kindle/journeys/YzQ1ODEyNTMt/YzQ1ODEyNTMt-OWQxZjQ4Zjgt-w210.jpg,,,"{'value': 349.99, 'currency': 'USD', 'symbol': '$', 'raw': '349.99', 'name': 'Deal Price'}",,,"{'value': 519.99, 'currency': 'USD', 'symbol': '$', 'raw': '519.99', 'name': 'List Price'}",,,"{'value': 349.99, 'currency': 'USD', 'symbol': '$', 'raw': '349.99', 'name': 'Current Price'}",Amazon.com,False,True,False,f02d8240,ATVPDKIKX0DER,Shipped and sold by Amazon.com,4.61,12335,1,
13,14,https://www.amazon.com/Sony-Inch-Ultra-A80K-Playstation%C2%AE/dp/B09R9JPSTH,B09R9JPSTH,False,BEST_DEAL,2022-07-04T07:00:00.489Z,2022-07-18T06:59:59.489Z,single_item,Sony 65 Inch A80K 4K Ultra HD BRAVIA XR OLED Smart Google TV ,https://m.media-amazon.com/images/I/41UDU+hPNDL.jpg,,,"{'value': 1998, 'currency': 'USD', 'symbol': '$', 'raw': '1998', 'name': 'Deal Price'}",,,"{'value': 2299.99, 'currency': 'USD', 'symbol': '$', 'raw': '2299.99', 'name': 'List Price'}",,,"{'value': 1998, 'currency': 'USD', 'symbol': '$', 'raw': '1998', 'name': 'Current Price'}",Amazon.com,False,True,False,e2666349,ATVPDKIKX0DER,On sale for limited time only. Valid while supplies last and when shipped & sold by Amazon.com.,5.0,4,1,
14,15,https://www.amazon.com/Sony-A80J-Inch-Compatibility-XR55A80J/dp/B08TKN5XTP,B08TKN5XTP,False,BEST_DEAL,2022-07-01T07:00:00.489Z,2022-07-18T06:59:59.489Z,single_item,Sony 55 inch A80J XR OLED 4K Ultra HD Smart Google TV ,https://m.media-amazon.com/images/I/41Gn9aoWpCL.jpg,,,"{'value': 998, 'currency': 'USD', 'symbol': '$', 'raw': '998', 'name': 'Deal Price'}",,,"{'value': 1899.99, 'currency': 'USD', 'symbol': '$', 'raw': '1899.99', 'name': 'List Price'}",,,"{'value': 998, 'currency': 'USD', 'symbol': '$', 'raw': '998', 'name': 'Current Price'}",Amazon.com,False,True,False,9d2e1d2d,ATVPDKIKX0DER,On sale for limited time only. Valid while supplies last and when shipped & sold by Amazon.com.,4.7,1480,1,
15,16,https://www.amazon.com/Certified-Refurbished-Remote-controls-streaming/dp/B08C1RDH7K,B08C1RDH7K,False,BEST_DEAL,2022-07-02T07:00:00.489Z,2022-07-14T06:59:59.489Z,single_item,Certified Refurbished Fire TV Stick with Alexa Voice Remote,https://m.media-amazon.com/images/I/41qHHjZDc3L.jpg,,,"{'value': 15.99, 'currency': 'USD', 'symbol': '$', 'raw': '15.99', 'name': 'Deal Price'}",,,"{'value': 34.99, 'currency': 'USD', 'symbol': '$', 'raw': '34.99', 'name': 'List Price'}",,,"{'value': 34.99, 'currency': 'USD', 'symbol': '$', 'raw': '34.99', 'name': 'Current Price'}",Amazon.com,False,True,False,aca31e9b,ATVPDKIKX0DER,While supplies last. Valid only when shipped and sold by Amazon.com,2.79,17,1,
16,17,https://www.amazon.com/deal/31a88115?showVariations=true,B07F84C1BL,False,BEST_DEAL,2022-07-02T07:00:00.489Z,2022-07-14T06:59:59.489Z,multi_item,Certified Refurbished Fire TV Stick 4K with Alexa Voice Remote,https://m.media-amazon.com/images/I/31gFK-y4+ZL.jpg,,,"{'value': 22.49, 'currency': 'USD', 'symbol': '$', 'raw': '22.49', 'name': 'Deal Price'}",,,"{'value': 44.99, 'currency': 'USD', 'symbol': '$', 'raw': '44.99', 'name': 'List Price'}",,,"{'value': 44.99, 'currency': 'USD', 'symbol': '$', 'raw': '44.99', 'name': 'Current Price'}",Amazon.com,False,True,False,31a88115,ATVPDKIKX0DER,While supplies last. Valid only when shipped and sold by Amazon.com,4.6,22071,1,
17,18,https://www.amazon.com/deal/b83b47b4?showVariations=true,B08DMPXJP9,False,BEST_DEAL,2022-07-04T07:00:00.489Z,2022-07-12T06:59:59.489Z,multi_item,VEVOR branded products,https://m.media-amazon.com/images/I/41L5kxk027L.jpg,"{'value': 42.83, 'currency': 'USD', 'symbol': '$', 'raw': '42.83'}","{'value': 1020.45, 'currency': 'USD', 'symbol': '$', 'raw': '1020.45'}","{'value': 42.83, 'currency': 'USD', 'symbol': '$', 'raw': '42.83 - 1020.45', 'name': 'Deal Price'}","{'value': 49.99, 'currency': 'USD', 'symbol': '$', 'raw': '49.99'}","{'value': 1299.99, 'currency': 'USD', 'symbol': '$', 'raw': '1299.99'}","{'value': 49.99, 'currency': 'USD', 'symbol': '$', 'raw': '49.99 - 1299.99', 'name': 'List Price'}","{'value': 49.99, 'currency': 'USD', 'symbol': '$', 'raw': '49.99'}","{'value': 1299.99, 'currency': 'USD', 'symbol': '$', 'raw': '1299.99'}","{'value': 49.99, 'currency': 'USD', 'symbol': '$', 'raw': '49.99 - 1299.99', 'name': 'Current Price'}",Amazon.com,False,True,False,b83b47b4,ATVPDKIKX0DER,While supplies last. Valid only when shipped and sold by Amazon.com,5.0,7,1,
18,19,https://www.amazon.com/All-New-Hisense-50-Inch-Quantum-50U6HF/dp/B09WNJT9X3,B09WNJT9X3,False,BEST_DEAL,2022-06-17T07:00:00.489Z,2022-07-12T06:59:59.489Z,single_item,Hisense Fire TV,https://m.media-amazon.com/images/I/41s1rgkjVDL.jpg,,,"{'value': 399.99, 'currency': 'USD', 'symbol': '$', 'raw': '399.99', 'name': 'Deal Price'}",,,"{'value': 529.99, 'currency': 'USD', 'symbol': '$', 'raw': '529.99', 'name': 'List Price'}",,,"{'value': 529.99, 'currency': 'USD', 'symbol': '$', 'raw': '529.99', 'name': 'Current Price'}",Amazon.com,False,True,False,b030025f,ATVPDKIKX0DER,On sale for a limited time only. Offer valid while supplies last and when shipped from and sold by Amazon.com,3.82,15,1,
19,20,https://www.amazon.com/Inflatable-OUTTOY-Projection-Backyard-Celebrations-16FT/dp/B07T9XZR16,B07T9XZR16,False,BEST_DEAL,2022-07-04T07:00:00.489Z,2022-07-11T06:45:00.489Z,multi_item,"Inflatable Movie Screen Outdoor, OUTTOY Inflatable Projection Screen with Quiet Fan and Storage Bag, Easy Set up, Mega Blow Up Screen for Backyard Movie Night, Theme Parties, Celebrations",https://m.media-amazon.com/images/I/413JGg3GAIL._SY500_.jpg,"{'value': 110.49, 'currency': 'USD', 'symbol': '$', 'raw': '110.49'}","{'value': 118.99, 'currency': 'USD', 'symbol': '$', 'raw': '118.99'}","{'value': 110.49, 'currency': 'USD', 'symbol': '$', 'raw': '110.49 - 118.99', 'name': 'Deal Price'}","{'value': 199.99, 'currency': 'USD', 'symbol': '$', 'raw': '199.99'}","{'value': 229.99, 'currency': 'USD', 'symbol': '$', 'raw': '229.99'}","{'value': 199.99, 'currency': 'USD', 'symbol': '$', 'raw': '199.99 - 229.99', 'name': 'List Price'}","{'value': 110.49, 'currency': 'USD', 'symbol': '$', 'raw': '110.49'}","{'value': 118.99, 'currency': 'USD', 'symbol': '$', 'raw': '118.99'}","{'value': 110.49, 'currency': 'USD', 'symbol': '$', 'raw': '110.49 - 118.99', 'name': 'Current Price'}",Outtoy,False,True,False,4a7ce0f2,A22PR7CA0S0K9Z,"Inflatable Movie Screen Outdoor, OUTTOY Inflatable Projection Screen with Quiet Fan and Storage Bag, Easy Set up, Mega Blow Up Screen for Backyard Movie Night, Theme Parties, Celebrations",4.55,977,1,
20,21,https://www.amazon.com/Mounting-Dream-Articulating-600x400mm-MD2617/dp/B08JTW2ZCP,B08JTW2ZCP,False,BEST_DEAL,2022-07-04T07:00:00.489Z,2022-07-11T06:45:00.489Z,single_item,"Mounting Dream Full Motion TV Wall Mount Swivel and Tilt for Most 42-75 Inch Flat Screen TV, UL listed TV Mount Bracket with Articulating Dual Arms, Max VESA 600x400mm, 100 lbs, Fits 16"" Studs, MD2617",https://m.media-amazon.com/images/I/41wGGTkaPQL._SY500_.jpg,,,"{'value': 46.74, 'currency': 'USD', 'symbol': '$', 'raw': '46.74', 'name': 'Deal Price'}",,,"{'value': 62.79, 'currency': 'USD', 'symbol': '$', 'raw': '62.79', 'name': 'List Price'}",,,"{'value': 46.74, 'currency': 'USD', 'symbol': '$', 'raw': '46.74', 'name': 'Current Price'}",Mounting Dream,False,True,False,bb68785a,A2QJV1LHQIKRFO,"Mounting Dream Full Motion TV Wall Mount Swivel and Tilt for Most 42-75 Inch Flat Screen TV, UL listed TV Mount Bracket with Articulating Dual Arms, Max VESA 600x400mm, 100 lbs, Fits 16"" Studs, MD2617",4.76,5988,1,
21,22,https://www.amazon.com/Certified-Refurbished-Fire-TV-Cube/dp/B07RQ3SWKY,B07RQ3SWKY,False,BEST_DEAL,2022-07-02T07:00:00.490Z,2022-07-14T06:59:59.490Z,single_item,"Certified Refurbished Fire TV Cube with Alexa 4K Ultra HD, streaming media player",https://m.media-amazon.com/images/I/3152gs4+fBL.jpg,,,"{'value': 49.99, 'currency': 'USD', 'symbol': '$', 'raw': '49.99', 'name': 'Deal Price'}",,,"{'value': 99.99, 'currency': 'USD', 'symbol': '$', 'raw': '99.99', 'name': 'List Price'}",,,"{'value': 99.99, 'currency': 'USD', 'symbol': '$', 'raw': '99.99', 'name': 'Current Price'}",Amazon.com,False,True,False,12d02005,ATVPDKIKX0DER,While supplies last. Valid only when shipped and sold by Amazon.com,4.54,1947,1,
22,23,https://www.amazon.com/Pipishell-Articulating-Extension-Leveling-400x400mm/dp/B09MQKK4TW,B09MQKK4TW,False,BEST_DEAL,2022-07-04T07:00:00.490Z,2022-07-11T06:45:00.490Z,single_item,"Pipishell TV Wall Mount for 26-55 inch TVs, Full Motion TV Mount Bracket with Articulating Swivel Extension Tilting Leveling Max VESA 400x400mm Holds up to 99lbs for LED LCD OLED 4K Flat Curved Screen",https://m.media-amazon.com/images/I/41JPR+VblYL._SY500_.jpg,,,"{'value': 36.54, 'currency': 'USD', 'symbol': '$', 'raw': '36.54', 'name': 'Deal Price'}",,,"{'value': 49.99, 'currency': 'USD', 'symbol': '$', 'raw': '49.99', 'name': 'List Price'}",,,"{'value': 36.54, 'currency': 'USD', 'symbol': '$', 'raw': '36.54', 'name': 'Current Price'}",Pipishell,False,True,False,c50f1eb4,A1RF5A5RGY99BX,"Pipishell TV Wall Mount for 26-55 inch TVs, Full Motion TV Mount Bracket with Articulating Swivel Extension Tilting Leveling Max VESA 400x400mm Holds up to 99lbs for LED LCD OLED 4K Flat Curved Screen",4.75,472,1,
