data_source,title,brand,deal_price,list_price,multi_item_t_f,avg_rating,amount_rating,deal_start,deal_end,description
Rainforest API,LG 75-inch TVs,Amazon.com,799.99,1499.99,True,4.55,6214.0,2022-07-04T07:00:00.513Z,2022-07-18T06:59:59.513Z,On sale for limited time only. Valid while supplies last and when shipped & sold by Amazon.com. Discount reflected in current price.
Rainforest API,Delidigi HomePod Mini Wall Mount Stable Bracket Holder Shelf,Delidigi,9.09,,False,4.44,234.0,2022-07-02T17:00:00.513Z,2022-07-16T17:00:00.513Z,Delidigi HomePod Mini Wall Mount Stable Bracket Holder Shelf
Rainforest API,Computer Accessories,Amazon.com,9.3 - 206.9,14.99 - 389,True,5.0,2.0,2022-07-03T07:00:00.513Z,2022-07-09T07:00:00.513Z,Computer Accessories are on sale for limited time only. Valid while supplies last and when shipped & sold by Amazon.com. Discount reflected in current price.
Rainforest API,"USX MOUNT UL Listed Full Motion TV Wall Mount for Most 37-75 inch TV, Swivel and Tilt TV Mount with Dual Articulating Arms, Wall Mount TV Bracket Up to 132lbs, VESA 600x400mm, 16"" Wood Studs, XML019",,,,False,0.0,0.0,2022-07-05T12:25:00.513Z,2022-07-06T00:25:00.513Z,"USX MOUNT UL Listed Full Motion TV Wall Mount for Most 37-75 inch TV, Swivel and Tilt TV Mount with Dual Articulating Arms, Wall Mount TV Bracket Up to 132lbs, VESA 600x400mm, 16"" Wood Studs, XML019"
Rainforest API,"TV Wall Mount with 43” Long Arm, Full Motion TV Mount for 37-80” TVs, Swivel Tilt Extend Fits 24”18”16” Wood Studs, Loads 110lbs, Max VESA600X400mm by FORGING MOUNT",,,,False,0.0,0.0,2022-07-05T13:00:00.513Z,2022-07-06T01:00:00.513Z,"TV Wall Mount with 43” Long Arm, Full Motion TV Mount for 37-80” TVs, Swivel Tilt Extend Fits 24”18”16” Wood Studs, Loads 110lbs, Max VESA600X400mm by FORGING MOUNT"
Rainforest API,"PERLESMITH Full MotionTV Wall Mount for Most 37-70 Inch Flat Curved Screen, TV Mount Wall Bracket with Articulating Arms Swivel Tilt Leveling Holds up to 132lbs Max VESA 600x400mm",,,,False,0.0,0.0,2022-07-05T14:50:00.513Z,2022-07-06T02:50:00.513Z,"PERLESMITH Full MotionTV Wall Mount for Most 37-70 Inch Flat Curved Screen, TV Mount Wall Bracket with Articulating Arms Swivel Tilt Leveling Holds up to 132lbs Max VESA 600x400mm"
Rainforest API,"Perlegear Full Motion TV Wall Mount Bracket for Most 13-42 Inch LED LCD Flat Curved Screen TVs & Monitors, Swivel Tilt Extension Rotation with Articulating Arms, Max VESA 200x200mm up to 44lbs",,,,False,0.0,0.0,2022-07-05T14:55:00.513Z,2022-07-06T02:55:00.513Z,"Perlegear Full Motion TV Wall Mount Bracket for Most 13-42 Inch LED LCD Flat Curved Screen TVs & Monitors, Swivel Tilt Extension Rotation with Articulating Arms, Max VESA 200x200mm up to 44lbs"
Rainforest API,Universal TV Stand Table Top Pedestal with Bracket for 32”-60” LCD/LED/Plasma TVs-Height Adjustable TV Stand with 8mm Tempered Glass Base & Cable Management-Holds 99lbs & Max.VESA 600x400mm,,,,False,0.0,0.0,2022-07-05T15:45:00.513Z,2022-07-06T03:45:00.513Z,Universal TV Stand Table Top Pedestal with Bracket for 32”-60” LCD/LED/Plasma TVs-Height Adjustable TV Stand with 8mm Tempered Glass Base & Cable Management-Holds 99lbs & Max.VESA 600x400mm
Rainforest API,"MOUNTUP TV Wall Mount -Full Motion TV Wall Mount for Most 26-55 Inch（Some Up to 65''）Flat and Curved TV up to 88 LBS, Wall Mount TV Bracket with Dual Swivel Articulating Rod Max VESA 400x400mm MU0010",,,,False,0.0,0.0,2022-07-05T16:15:00.513Z,2022-07-06T04:15:00.513Z,"MOUNTUP TV Wall Mount -Full Motion TV Wall Mount for Most 26-55 Inch（Some Up to 65''）Flat and Curved TV up to 88 LBS, Wall Mount TV Bracket with Dual Swivel Articulating Rod Max VESA 400x400mm MU0010"
Rainforest API,"Projector Screen, HYZ 100 inch 16:9 Indoor & Outdoor HD Projection Screen, with 160° Viewing Angle, Wrinkle-Free Foldable Portable Rear and Front Screen for Home Movies Night",,,,False,0.0,0.0,2022-07-05T17:05:00.513Z,2022-07-06T05:05:00.513Z,"Projector Screen, HYZ 100 inch 16:9 Indoor & Outdoor HD Projection Screen, with 160° Viewing Angle, Wrinkle-Free Foldable Portable Rear and Front Screen for Home Movies Night"
Rainforest API,"WALI TV Wall Mount Articulating LCD Monitor Full Motion 15 inch Extension Arm Tilt Swivel for Most 13 to 30 inch LED TV Flat Panel Screen with VESA up to 100x100mm (1330LM), Black",,,,False,0.0,0.0,2022-07-05T17:45:00.513Z,2022-07-06T05:45:00.513Z,"WALI TV Wall Mount Articulating LCD Monitor Full Motion 15 inch Extension Arm Tilt Swivel for Most 13 to 30 inch LED TV Flat Panel Screen with VESA up to 100x100mm (1330LM), Black"
Rainforest API,"Mount-It! RV TV Mount, Lockable Full Motion TV Wall Mount Designed Specifically for RV or Mobile Home Use Single Arm Tilting and Swiveling 42 Inches Max, 33 Lb Capacity, VESA 200 Compatible",,,,False,0.0,0.0,2022-07-05T18:00:00.513Z,2022-07-06T06:00:00.513Z,"Mount-It! RV TV Mount, Lockable Full Motion TV Wall Mount Designed Specifically for RV or Mobile Home Use Single Arm Tilting and Swiveling 42 Inches Max, 33 Lb Capacity, VESA 200 Compatible"
Rainforest API,"USX MOUNT Fixed TV Wall Mount with Low Profile for Most 26-55 Inch LED, LCD and Flat Screen TVs, TV Mount Bracket with VESA Up to 400x400mm and Weight Capacity 99lbs,and Space Saving TV Bracket",,,,False,0.0,0.0,2022-07-05T18:20:00.513Z,2022-07-06T06:20:00.513Z,"USX MOUNT Fixed TV Wall Mount with Low Profile for Most 26-55 Inch LED, LCD and Flat Screen TVs, TV Mount Bracket with VESA Up to 400x400mm and Weight Capacity 99lbs,and Space Saving TV Bracket"
Rainforest API,WEWATCH Projector Screen with Stand,,,,False,0.0,0.0,2022-07-05T18:20:00.513Z,2022-07-06T06:20:00.513Z,WEWATCH Projector Screen with Stand
Rainforest API,"Mounting Dream TV Wall Mount TV Bracket for Most 42-75 Inch, Premium Full Motion TV Mount with Articulating Arms, Max 600x400mm, Up to 100LBS, Fits 16"", 18"", 24"" Studs, MD2622-24K",Mounting Dream,59.49,79.99,False,4.73,123.0,2022-07-04T18:00:00.513Z,2022-07-05T06:00:00.513Z,"Mounting Dream TV Wall Mount TV Bracket for Most 42-75 Inch, Premium Full Motion TV Mount with Articulating Arms, Max 600x400mm, Up to 100LBS, Fits 16"", 18"", 24"" Studs, MD2622-24K"
Rainforest API,"ELIVED Full Motion TV Wall Mount Swivel and Tilt for Most 42-70 Inch (Some up to 75"") Flat Screen TVs, TV Mount Bracket with Articulating Arms, Max VESA 600x400mm, 100 lbs. Loading, 12""/16"" Wood Studs",Elived Store,39.99,69.99,False,4.76,811.0,2022-07-04T18:00:00.514Z,2022-07-05T06:00:00.514Z,"ELIVED Full Motion TV Wall Mount Swivel and Tilt for Most 42-70 Inch (Some up to 75"") Flat Screen TVs, TV Mount Bracket with Articulating Arms, Max VESA 600x400mm, 100 lbs. Loading, 12""/16"" Wood Studs"
Rainforest API,LG OLED C1 Series 83” Alexa Built-in 4k Smart TV,Amazon.com,3996.99,5999.99,False,4.76,4718.0,2022-06-13T07:00:00.514Z,2022-07-05T06:59:59.514Z,LG OLED C1 Series 83” Alexa Built-in 4k Smart TV
Rainforest API,Definitive Technology Descend Series,Amazon.com,799,999,False,4.36,61.0,2022-06-20T04:00:00.514Z,2022-07-05T06:59:59.514Z,On sale for limited time only. Valid while supplies last and when shipped & sold by Amazon.com. Discount reflected in current price
Rainforest API,Sony 65 Inch X80K 4K Ultra HD LED Smart Google TV Dolby Vision HDR,Amazon.com,798,999.99,False,4.44,111.0,2022-06-20T07:00:00.514Z,2022-07-05T06:59:59.514Z,On sale for limited time only. Valid while supplies last and when shipped & sold by Amazon.com.
Target Deals Website,"TCL 50"" Class 4-Series 4K UHD HDR Smart Roku TV – 50S435",TCL,$299.99,$469.99,False,4.0,350.0,,,"['Stunning 4K Ultra HD – 4K resolution delivers stunning detail and a remarkable visual experience.', 'High Dynamic Range – HDR delivers bright and accurate colors for a lifelike viewing experience.', 'Thousands of streaming channels – Enjoy the over 500,000 movies and TV episodes available to stream plus sports, news, music, kids and family, food, science and tech, fitness, foreign language and so much more.', 'Easy Voice Control – Find movie titles, launch or change channels, even switch inputs, using just your voice. Access to voice control feature available through the Roku mobile app, compatible third-party voice assistant devices and voice-enabled remote controls that can be purchased separately. Works with Amazon Alexa and Google Assistant.', 'Simple, personalized home screen – Your favorite broadcast TV, streaming channels, gaming console and other devices are front-and-center. No more flipping through inputs or wading through complicated menus. Like apps on a smartphone, all your favorites are at your fingertips from the instant you turn it on.', 'Cord cutting made easy with smart features built-in – Cord cutters can access free, over-the-air HD content thanks to the Advanced digital TV Tuner with Live TV Channel Guide or watch live TV from popular cable-replacement services like YouTube TV, Sling, Hulu and more.']"
Target Deals Website,"VIZIO D-Series 40"" Class 1080p Full-Array LED HD Smart TV - D40f-J09",VIZIO,$199.99,$249.99,False,4.4,10674.0,,,"['1080p High-Definition - Watch TV in crisp, clear 1080p Full HD resolution.', 'Full Array LED Backlight - Evenly distributed LEDs across the screen’s backlight deliver superior light uniformity and picture performance.', 'SmartCast -  Instant access to the best selection of apps from top-tier streaming services like Netflix, Disney+, YouTube, HBO Max, discovery+ and many more right out of the box.', 'Apple AirPlay 2 and Chromecast Built-In - Stream, control, mirror and share your content from your Apple or Android devices directly to the TV.', ""What's Included - VIZIO Smart TV Remote with batteries, Quick Start Guide and User Manual."", '2 HDMI Ports - High-speed HDMI connectivity offers better video performance as well as Dolby Atmos and DTS:X passthrough for a more immersive audio experience.']"
Target Deals Website,"Hisense 55"" Class- A6G Series 4K UHD Android Smart TV - 55A6G",Hisense,$309.99,$429.99,False,4.0,41.0,,,"['4K Ultra HD', '1080p’s bigger, better looking brother. It has four times the resolution of a regular Full HD screen, along with 8.3 million pixels and a full array LED backlight creating a sharper, more colorful picture.', 'Dolby Vision™ HDR and HDR10', 'Cinema technology for your home. We’re talking more detail in the shadows, visibly clearer highlights and dramatically more vibrant colors. So good, it’s a Dolby Laboratories certified HDR product.', 'Android TV', 'Customize your Android TV home screen to display your favorite apps, shows, and movies. Cue the latest episode, pick up where you left off, or jump to a new show on your go-to app in no time.']"
Target Deals Website,"VIZIO V-Series 50"" Class 4K HDR Smart TV - V505-J09",VIZIO,$299.99,$379.99,False,4.5,3848.0,,,"['4K Ultra HD - Over 8 million pixels for breathtaking detail. 4 times the resolution of 1080p!', ""Full Array Backlight  LEDs are evenly distributed across the screen's backlight for superior light uniformity and picture performance."", 'SmartCast -  Instant access to the best selection of apps from top-tier streaming services like Netflix, Disney+, YouTube, HBO Max, discovery+ and many more right out of the box.', 'Apple AirPlay 2 and Chromecast Built-In - Stream, control, mirror and share your content from your Apple or Android devices directly to the TV.', ""What's Included - VIZIO Voice Remote with batteries, Power Cable, Quick Start Guide and User Manual."", '3 HDMI 2.1 Ports - Offers the highest video performance for 4K entertainment devices, superior audio quality with eARC for high bit-rate audio pass-through for Dolby Atmos and DTS:X.']"
Target Deals Website,"VIZIO D-Series 32"" Class 720p Full-Array LED HD Smart TV - D32h-J09",VIZIO,$159.99,$169.99,False,4.4,4409.0,,,"['720p HD Resolution - Watch TV in crystal-clear 720p resolution.', 'Full Array LED Backlight - Evenly distributed LEDs across the screen’s backlight deliver superior light uniformity and picture performance.', 'SmartCast -  Instant access to the best selection of apps from top-tier streaming services like Netflix, Disney+, YouTube, HBO Max, discovery+ and many more right out of the box.', 'Apple AirPlay 2 and Chromecast Built-In - Stream, control, mirror and share your content from your Apple or Android devices directly to the TV.', ""What's Included - VIZIO Smart TV Remote with batteries, Quick Start Guide and User Manual."", '2 HDMI Ports - High-speed HDMI connectivity offers better video performance as well as Dolby Atmos and DTS:X passthrough for a more immersive audio experience.']"
Target Deals Website,"VIZIO V-Series 65"" Class 4K HDR Smart TV - V655-J09",VIZIO,$499.99,$629.99,False,4.5,3764.0,,,"['4K Ultra HD - Over 8 million pixels for breathtaking detail. 4 times the resolution of 1080p!', ""Full Array Backlight  LEDs are evenly distributed across the screen's backlight for superior light uniformity and picture performance."", 'SmartCast -  Instant access to the best selection of apps from top-tier streaming services like Netflix, Disney+, YouTube, HBO Max, discovery+ and many more right out of the box.', 'Apple AirPlay 2 and Chromecast Built-In - Stream, control, mirror and share your content from your Apple or Android devices directly to the TV.', ""What's Included - VIZIO Voice Remote with batteries, Power Cable, Quick Start Guide and User Manual."", '3 HDMI 2.1 Ports - Offers the highest video performance for 4K entertainment devices, superior audio quality with eARC for high bit-rate audio pass-through for Dolby Atmos and DTS:X.']"
Target Deals Website,"TCL 32"" Class 3-Series HD Smart Roku TV – 32S325",TCL,$159.99,$209.99,False,4.3,1412.0,,,"['32S325 High Definition (720p) Resolution – Full high definition (720p) resolution for excellent detail, color, and contrast.', 'Thousands of streaming channels – Enjoy the over 500,000 movies and TV episodes available to stream plus sports, news, music, kids and family, food, science and tech, fitness, foreign language and so much more.', 'Easy Voice Control – Find movie titles, launch or change channels, even switch inputs, using just your voice. Access to voice control feature available through the Roku mobile app, compatible third-party voice assistant devices and voice-enabled remote controls that can be purchased separately. Works with Amazon Alexa and Google Assistant.', 'Simple, personalized home screen – Your favorite broadcast TV, streaming channels, gaming console and other devices are front-and-center. No more flipping through inputs or wading through complicated menus. Like apps on a smartphone, all your favorites are at your fingertips from the instant you turn it on.', 'Cord cutting made easy with smart features built-in – Cord cutters can access free, over-the-air HD content thanks to the Advanced digital TV Tuner with Live TV Channel Guide or watch live TV from popular cable-replacement services like YouTube TV, Sling, Hulu and more.', 'Easy-to-use remote – The super-simple remote—with about half the number of buttons on a traditional TV remote—puts you in control of your favorite entertainment.']"
Target Deals Website,"TCL 40"" Class 3-Series Full HD Smart Roku TV – 40S325",TCL,$199.99,$299.99,False,4.2,975.0,,,"['40S325 Full HD (1080p) Resolution – Full high definition (1080p) resolution for excellent detail, color, and contrast', 'Thousands of streaming channels – Enjoy the over 500,000 movies and TV episodes available to stream plus sports, news, music, kids and family, food, science and tech, fitness, foreign language and so much more.', 'Easy Voice Control – Find movie titles, launch or change channels, even switch inputs, using just your voice. Access to voice control feature available through the Roku mobile app, compatible third-party voice assistant devices and voice-enabled remote controls that can be purchased separately. Works with Amazon Alexa and Google Assistant.', 'Simple, personalized home screen – Your favorite broadcast TV, streaming channels, gaming console and other devices are front-and-center. No more flipping through inputs or wading through complicated menus. Like apps on a smartphone, all your favorites are at your fingertips from the instant you turn it on.', 'Cord cutting made easy with smart features built-in – Cord cutters can access free, over-the-air HD content thanks to the Advanced digital TV Tuner with Live TV Channel Guide or watch live TV from popular cable-replacement services like YouTube TV, Sling, Hulu and more.', 'Easy-to-use remote – The super-simple remote—with about half the number of buttons on a traditional TV remote—puts you in control of your favorite entertainment.']"
Target Deals Website,"Samsung 70"" Smart 4K Crystal HDR UHD TV TU7000 Series - Titan Gray",Samsung,$629.99,$749.99,False,4.5,8135.0,,,"['Crystal Processor 4K - This ultra-fast processor transforms everything you watch into stunning 4K.', 'Smart TV Powered by Tizen - Go beyond Smart TV with next-gen apps, super-easy control and a host of enhancements that elevate the TV-watching experience.', ""HDR - unveils shaded of color you can't find on HDTV."", 'Crystal Display - Experience crystal-clear colors that are fine-tuned to deliver a naturally crisp and vivid picture.', 'Universal Guide - One simple on-screen guide organizes your streaming and live TV content, while also making recommendations.', 'Game Enhancer - The TV automatically adjusts settings to help games run smoothly.']"
Target Deals Website,"Samsung 43"" Smart 4K Crystal HDR UHD TV TU7000 Series - Titan Gray",Samsung,$299.99,$399.99,False,4.5,8474.0,,,"['Crystal Processor 4K - This ultra-fast processor transforms everything you watch into stunning 4K.', 'Smart TV Powered by Tizen - Go beyond Smart TV with next-gen apps, super-easy control and a host of enhancements that elevate the TV-watching experience.', ""HDR - unveils shaded of color you can't find on HDTV."", 'Crystal Display - Experience crystal-clear colors that are fine-tuned to deliver a naturally crisp and vivid picture.', 'Universal Guide - One simple on-screen guide organizes your streaming and live TV content, while also making recommendations.', 'Game Enhancer - The TV automatically adjusts settings to help games run smoothly.']"
Target Deals Website,"VIZIO V-Series 58"" 4K LED Smart TV - V585-J01",VIZIO,$399.99,$559.99,False,4.5,3567.0,,,"['4K Ultra HD - Over 8 million pixels for breathtaking detail. 4 times the resolution of 1080p!', ""Full Array Backlight  LEDs are evenly distributed across the screen's backlight for superior light uniformity and picture performance."", 'SmartCast -  Instant access to the best selection of apps from top-tier streaming services like Netflix, Disney+, YouTube, HBO Max, discovery+ and many more right out of the box.', 'Apple AirPlay 2 and Chromecast Built-In - Stream, control, mirror and share your content from your Apple or Android devices directly to the TV.', ""What's Included - VIZIO Voice Remote with batteries, Power Cable, Quick Start Guide and User Manual."", '3 HDMI 2.1 Ports - Offers the highest video performance for 4K entertainment devices, superior audio quality with eARC for high bit-rate audio pass-through for Dolby Atmos and DTS:X.']"
Target Deals Website,"VIZIO V-Series 70"" Class 4K HDR Smart TV - V705-J03",VIZIO,$599.99,$639.99,False,4.5,3542.0,,,"['4K Ultra HD - Over 8 million pixels for breathtaking detail. 4 times the resolution of 1080p!', ""Full Array Backlight  LEDs are evenly distributed across the screen's backlight for superior light uniformity and picture performance."", 'SmartCast -  Instant access to the best selection of apps from top-tier streaming services like Netflix, Disney+, YouTube, HBO Max, discovery+ and many more right out of the box.', 'Apple AirPlay 2 and Chromecast Built-In - Stream, control, mirror and share your content from your Apple or Android devices directly to the TV.', ""What's Included - VIZIO Voice Remote with batteries, Power Cable, Quick Start Guide and User Manual."", '3 HDMI 2.1 Ports - Offers the highest video performance for 4K entertainment devices, superior audio quality with eARC for high bit-rate audio pass-through for Dolby Atmos and DTS:X.']"
Target Deals Website,"Samsung 55"" Smart 4K Crystal HDR UHD TV TU7000 Series (Titan Gray)",Samsung,$399.99,$499.99,False,4.5,8184.0,,,"['Crystal Processor 4K - This ultra-fast processor transforms everything you watch into stunning 4K.', 'Smart TV Powered by Tizen - Go beyond Smart TV with next-gen apps, super-easy control and a host of enhancements that elevate the TV-watching experience.', ""HDR - unveils shaded of color you can't find on HDTV."", 'Crystal Display - Experience crystal-clear colors that are fine-tuned to deliver a naturally crisp and vivid picture.', 'Universal Guide - One simple on-screen guide organizes your streaming and live TV content, while also making recommendations.', 'Game Enhancer - The TV automatically adjusts settings to help games run smoothly.']"
Target Deals Website,"Element 32"" 720p HD LED Roku TV",Element,$149.99,$199.99,False,4.3,523.0,,,"['Built-in smart Roku platform with easy-to-use Roku remote for endless streaming', 'Crisp 720P HD Resolution', 'Works with Google Assistant, Amazon Alexa, Apple AirPlay, and Apple HomeKit', 'Free Roku mobile app to easily control your Roku TV with everything you need to manage your streaming', 'Distance Between TV Feet: 27”']"
Target Deals Website,"Element 50"" 4K UHD Roku TV",Element,$279.99,$399.99,False,3.9,340.0,,,"['Built-in smart Roku platform with easy-to-use Roku remote for endless streaming', 'Striking 4K UHD (2160p) Resolution and HDR10 for the best viewing experience', 'Works with Google Assistant, Amazon Alexa, Apple AirPlay, and Apple HomeKit', 'Free Roku mobile app to easily control your Roku TV with everything you need to manage your streaming', 'Distance Between TV Feet: 41.8”']"
Target Deals Website,"VIZIO D-Series 32"" Class 1080p Full-Array LED HD Smart TV - D32F-J04",VIZIO,$179.99,$219.99,False,4.4,4040.0,,,"['1080p High-Definition - Watch TV in crisp, clear 1080p Full HD resolution.', 'Full Array LED Backlight - Evenly distributed LEDs across the screen’s backlight deliver superior light uniformity and picture performance.', 'SmartCast -  Instant access to the best selection of apps from top-tier streaming services like Netflix, Disney+, YouTube, HBO Max, discovery+ and many more right out of the box.', 'Apple AirPlay 2 and Chromecast Built-In - Stream, control, mirror and share your content from your Apple or Android devices directly to the TV.', ""What's Included - VIZIO Smart TV Remote with batteries, Quick Start Guide and User Manual."", '2 HDMI Ports - High-speed HDMI connectivity offers better video performance as well as Dolby Atmos and DTS:X passthrough for a more immersive audio experience.']"
Target Deals Website,"Samsung 65"" Smart 4K UHD TV (UN65AU8000) - Black",Samsung,$599.99,$799.99,False,4.6,1796.0,,,"[""Dynamic Crystal Color - Witness true-to-life color that can't be found on HDTV, with millions of shades revealed through powerful Dynamic Crystal technology."", ""Crystal Processor 4K - See every detail with stunning clarity. The powerful processor, specifically tuned for Crystal Displays, converts what you're watching to 4K."", 'Smart TV with Multiple Voice Assistants - Access a world of content beyond streaming. Schedule recordings, search, auto-adjust game settings, seamlessly connect with a host of compatible devices across your home, and control your TV with your voice, all with one easy-to-use remote.', '3 HDMI Ports - Connect up to 3 devices with HDMI.', 'HDR - Enjoy a whole new world of vivid color and detail found in newer films and streaming service content with HDR, also known as High Dynamic Range.', ""Motion Xcelerator - Never miss a beat with minimized blur and enhanced motion clarity, and catch all the fast-moving action whether you're watching sports or taking advantage of newer gaming capabilities.""]"
Target Deals Website,"VIZIO D-Series 24"" Class 1080p Full-Array LED HD Smart TV - D24f-J09",VIZIO,$149.99,$169.99,False,4.5,10255.0,,,"['1080p High-Definition - Watch TV in crisp, clear 1080p Full HD resolution.', 'Full Array LED Backlight - Evenly distributed LEDs across the screen’s backlight deliver superior light uniformity and picture performance.', 'SmartCast -  Instant access to the best selection of apps from top-tier streaming services like Netflix, Disney+, YouTube, HBO Max, discovery+ and many more right out of the box.', 'Apple AirPlay 2 and Chromecast Built-In - Stream, control, mirror and share your content from your Apple or Android devices directly to the TV.', ""What's Included - VIZIO Smart TV Remote with batteries, Quick Start Guide and User Manual."", '2 HDMI Ports - High-speed HDMI connectivity offers better video performance as well as Dolby Atmos and DTS:X passthrough for a more immersive audio experience.']"
Target Deals Website,"Element 24"" 720p HD LED TV - (ELEFT2416)",Element,$119.99,$139.99,False,4.1,226.0,,,"['720p Resolution', '60 Hz Refresh Rate', '1 HDMI Input, 1 USB Input', 'LED TV']"
Target Deals Website,"TCL 43"" Class 4-Series 4K UHD HDR Smart Roku TV – 43S435",TCL,$259.99,$369.99,False,4.2,739.0,,,"['Stunning 4K Ultra HD – 4K resolution delivers stunning detail and a remarkable visual experience.', 'High Dynamic Range – HDR delivers bright and accurate colors for a lifelike viewing experience.', 'Thousands of streaming channels – Enjoy the over 500,000 movies and TV episodes available to stream plus sports, news, music, kids and family, food, science and tech, fitness, foreign language and so much more.', 'Easy Voice Control – Find movie titles, launch or change channels, even switch inputs, using just your voice. Access to voice control feature available through the Roku mobile app, compatible third-party voice assistant devices and voice-enabled remote controls that can be purchased separately. Works with Amazon Alexa and Google Assistant.', 'Simple, personalized home screen – Your favorite broadcast TV, streaming channels, gaming console and other devices are front-and-center. No more flipping through inputs or wading through complicated menus. Like apps on a smartphone, all your favorites are at your fingertips from the instant you turn it on.', 'Cord cutting made easy with smart features built-in – Cord cutters can access free, over-the-air HD content thanks to the Advanced digital TV Tuner with Live TV Channel Guide or watch live TV from popular cable-replacement services like YouTube TV, Sling, Hulu and more.']"
Target Deals Website,"Samsung 50"" Smart 4K Crystal HDR UHD TV TU7000 Series - Titan Gray",Samsung,$379.99,$479.99,False,4.5,8207.0,,,"['Crystal Processor 4K - This ultra-fast processor transforms everything you watch into stunning 4K.', 'Smart TV Powered by Tizen - Go beyond Smart TV with next-gen apps, super-easy control and a host of enhancements that elevate the TV-watching experience.', ""HDR - unveils shaded of color you can't find on HDTV."", 'Crystal Display - Experience crystal-clear colors that are fine-tuned to deliver a naturally crisp and vivid picture.', 'Universal Guide - One simple on-screen guide organizes your streaming and live TV content, while also making recommendations.', 'Game Enhancer - The TV automatically adjusts settings to help games run smoothly.']"
Target Deals Website,"Samsung 55"" Smart 4K UHD TV (UN55AU8000) - Black",Samsung,$479.99,$629.99,False,4.6,1790.0,,,"[""Dynamic Crystal Color - Witness true-to-life color that can't be found on HDTV, with millions of shades revealed through powerful Dynamic Crystal technology."", ""Crystal Processor 4K - See every detail with stunning clarity. The powerful processor, specifically tuned for Crystal Displays, converts what you're watching to 4K."", 'Smart TV with Multiple Voice Assistants - Access a world of content beyond streaming. Schedule recordings, search, auto-adjust game settings, seamlessly connect with a host of compatible devices across your home, and control your TV with your voice, all with one easy-to-use remote.', '3 HDMI Ports - Connect up to 3 devices with HDMI.', 'HDR - Enjoy a whole new world of vivid color and detail found in newer films and streaming service content with HDR, also known as High Dynamic Range.', ""Motion Xcelerator - Never miss a beat with minimized blur and enhanced motion clarity, and catch all the fast-moving action whether you're watching sports or taking advantage of newer gaming capabilities.""]"
Target Deals Website,"VIZIO 65"" Class M6 Series 4K QLED HDR Smart TV - M65Q6-J09",VIZIO,$599.99,$719.99,False,4.5,969.0,,,"['4K Ultra HD - Over 8 million pixels for breathtaking detail. 4 times the resolution of 1080p!', ""Full Array Backlight with Active Pixel Tuning -Evenly distributed LEDs across the screen's backlight deliver superior light uniformity and picture performance."", 'SmartCast -  Instant access to the best selection of apps from top-tier streaming services like Netflix, Disney+, YouTube, HBO Max, discovery+ and many more right out of the box.', 'Apple AirPlay 2 and Chromecast Built-In - Stream, control, mirror and share your content from your Apple or Android devices directly to the TV.', ""What's Included - VIZIO Voice Remote with batteries, Power Cable, Quick Start Guide and User Manual."", '3 HDMI 2.1 Ports - Offers the highest video performance for 4K entertainment devices, superior audio quality with eARC for high bit-rate audio pass-through for Dolby Atmos and DTS:X.']"
Target Deals Website,"Element 40"" 1080p FHD LED Roku TV",Element,$199.99,$269.99,False,4.3,271.0,,,"['Built-in smart Roku platform with easy-to-use Roku remote for endless streaming', 'Crisp 1080P FHD Resolution', 'Works with Google Assistant, Amazon Alexa, Apple AirPlay, and Apple HomeKit', 'Free Roku mobile app to easily control your Roku TV with everything you need to manage your streaming', 'Distance Between TV Feet: 33.3”']"
Target Deals Website,"VIZIO V-Series 43"" Class 4K HDR Smart TV - V435-J01",VIZIO,$289.99,$309.99,False,4.6,31713.0,,,"['4K Ultra HD - Over 8 million pixels for breathtaking detail. 4 times the resolution of 1080p!', ""Full Array Backlight  LEDs are evenly distributed across the screen's backlight for superior light uniformity and picture performance."", 'SmartCast -  Instant access to the best selection of apps from top-tier streaming services like Netflix, Disney+, YouTube, HBO Max, discovery+ and many more right out of the box.', 'Apple AirPlay 2 and Chromecast Built-In - Stream, control, mirror and share your content from your Apple or Android devices directly to the TV.', ""What's Included - VIZIO Voice Remote with batteries, Power Cable, Quick Start Guide and User Manual."", '3 HDMI 2.1 Ports - Offers the highest video performance for 4K entertainment devices, superior audio quality with eARC for high bit-rate audio pass-through for Dolby Atmos and DTS:X.']"
Target Deals Website,"LG 65"" Class 4K UHD Smart OLED TV - OLED65C2PUA",LG Electronics,"$2,099.99","$2,499.99",False,4.9,78.0,,,"['OLED evo', 'Α9Gen5 AIProcessor 4K: AI Picture Pro & AI Sound Pro', 'Cinema HDR (Dolby Vision, HDR10, HLG), Dynamic Tone Mapping Pro', 'Home Cinema: Dolby Vision IQ, Dolby Atmos, and FILMMAKER MODE', 'WebOS 22 w/ Magic Remote', 'LG Channels: Free access to programming on over 300+ LG Channels']"
Target Deals Website,"Element 43"" 4K UHD Roku TV",Element,$249.99,$329.99,False,4.3,362.0,,,"['Built-in smart Roku platform with easy-to-use Roku remote for endless streaming', 'Striking 4K UHD (2160p) Resolution and HDR10 for the best viewing experience', 'Works with Google Assistant, Amazon Alexa, Apple AirPlay, and Apple HomeKit', 'Free Roku mobile app to easily control your Roku TV with everything you need to manage your streaming', 'Distance Between TV Feet: 34”']"
